studyID	mode	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	load_seconds_warm	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2327	expression-only	8464	9861	3	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/expression-only/2327/expression-only	22866147	0	0	22866147	1649242	87106905	2408629	91164776	661.194250822067	1070.2	0.274547815322876	0.267610788345337	0.0975801944732666	0.0989446449279785	0.170763254165649	25	0	0	ok	
