studyID	mode	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	load_seconds_warm	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2319	full	10965	11778	12	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/full/2319/full	27933905	363722085	564208388	955864378	823744967	785237478	511760116	2120742561	7104.38531398773	8698.6	19.6179614067078	19.7208197116852	0.109300136566162	0.129944143295288	0.19788384437561	25	3286884	4685586	ok	
