studyID	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2318	14675	11147	7	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/2318	46899885	512908874	345921204	905729963	505533393	975632838	316825646	1797991877	5929.95930957794	6696	6.05471205711365	0.139554738998413	0.146399230957031	0.220737218856812	25	1938848	2884379	ok	
