studyID	mode	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	load_seconds_warm	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2308	expression-only	182	8989	3	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/expression-only/2308/expression-only	3156198	0	0	3156198	567235	3629297	1318679	5515211	387.903306722641	350	0.278309345245361	0.276227712631226	0.0398819446563721	0.0434440135955811	0.0853323936462402	25	0	0	ok	
