studyID	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2203	53958	33645	8	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/2203	191080783	2195994972	431328207	2818403962	604880935	3593818028	403420395	4602119358	60006.3712918758	36242.2	6.99003863334656	0.411641836166382	0.421656999588013	0.501709938049316	25	2144370	3778244	ok	
