studyID	n_cells	n_genes	n_clusters	out_dir	expr_input_bytes	act_input_bytes	net_input_bytes	total_input_bytes	bundle_bytes	shard_bytes	graph_bytes	total_output_bytes	prepare_seconds	prepare_peak_mb	load_seconds	fetch_median	fetch_mean	fetch_max	n_fetched	net_tf_edges	net_sig_edges	status	note
2325	13605	8846	7	/research_jude/rgs01_jude/groups/yu3grp/projects/software_JY/yu3grp/yulab_apps/scMINER/scMINER_Portal/scMINERViewerMetrics/2325	22184725	377176333	239812180	639173238	330146563	632074955	218171908	1180393426	4089.68332529068	4878.1	4.30733442306519	0.111814498901367	0.119521207809448	0.183372497558594	25	666244	2696465	ok	
